,name,price,vendor_code,text,abbreviation,category
99,Сухой корм CRAFTIA NATURA для щенков миниатюрных и мелких пород из лосося с сельдью 2 кг,2941.0,CRF5426453,"CRAFTIA NATURA сухой корм для щенков миниатюрных и мелких пород из лосося с сельдью . CRAFTIA NATURA — корм для собак ультрапремиум класса, созданный с любовью к природе. Состав кормов CRAFTIA прозрачен и понятен, отсутствуют скрытые добавки и сомнительные ингредиенты. Все, что заявлено в составе корма, гарантированно присутствует в каждой грануле. Собственный завод, сотни квадратных метров научно-исследовательских лабораторий, первоклассное сырье — все это позволяет создавать тщательно сбалансированный высокобелковый корм корм с холистическим подходом. Все компоненты корма подходят для употребления человеком и не содержат ГМО. лосось (15%), дегидратированный белок сельди (15%), сельдь (11%), дегидратированный белок лосося (11%), гидролизованный рыбий белок (треска, пикша), рыбий жир (лососевый), льняное семя, спельта, бурый рис, ячмень, овес, просо, сушеные креветки (источник глюкозамина и хондроитина сульфата), сухая свекольная пульпа, люцерновая мука, волокна гороха, сушеное яблоко (0,5%), сушеная спаржа (0,5%), сушеная черника, сушеная клюква, сушеная ацерола, инулин цикория (0,4%), дрожжевой экстракт (источник маннанолигосахаридов) (0,3%), фруктоолигосахариды (0,3%), аскофиллум узловатый (Ascophyllum Nodosum), карбонат кальция, монокальцийфосфат, хлорид калия, хлорид натрия, сухие пивные дрожжи, алоэ вера, розмарин, куркума, календула, семена и шелуха подорожника, юкка Шидигера.",сухой корм для щенков миниатюрных и мелких пород из лосося с сельдью 2 кг,сухой корм для взрослых собак мелких и миниатюрных пород
100,Сухой корм CRAFTIA NATURA для щенков миниатюрных и мелких пород из лосося с сельдью 7 кг,8678.0,CRF5426422,"CRAFTIA NATURA сухой корм для щенков миниатюрных и мелких пород из лосося с сельдью . CRAFTIA NATURA — корм для собак ультрапремиум класса, созданный с любовью к природе. Состав кормов CRAFTIA прозрачен и понятен, отсутствуют скрытые добавки и сомнительные ингредиенты. Все, что заявлено в составе корма, гарантированно присутствует в каждой грануле. Собственный завод, сотни квадратных метров научно-исследовательских лабораторий, первоклассное сырье — все это позволяет создавать тщательно сбалансированный высокобелковый корм корм с холистическим подходом. Все компоненты корма подходят для употребления человеком и не содержат ГМО. лосось (15%), дегидратированный белок сельди (15%), сельдь (11%), дегидратированный белок лосося (11%), гидролизованный рыбий белок (треска, пикша), рыбий жир (лососевый), льняное семя, спельта, бурый рис, ячмень, овес, просо, сушеные креветки (источник глюкозамина и хондроитина сульфата), сухая свекольная пульпа, люцерновая мука, волокна гороха, сушеное яблоко (0,5%), сушеная спаржа (0,5%), сушеная черника, сушеная клюква, сушеная ацерола, инулин цикория (0,4%), дрожжевой экстракт (источник маннанолигосахаридов) (0,3%), фруктоолигосахариды (0,3%), аскофиллум узловатый (Ascophyllum Nodosum), карбонат кальция, монокальцийфосфат, хлорид калия, хлорид натрия, сухие пивные дрожжи, алоэ вера, розмарин, куркума, календула, семена и шелуха подорожника, юкка Шидигера.",сухой корм для щенков миниатюрных и мелких пород из лосося с сельдью 7 кг,сухой корм для взрослых собак мелких и миниатюрных пород
101,Сухой корм CRAFTIA NATURA для щенков миниатюрных и мелких пород из утки с фазаном 640 г,988.0,CRF5426330,"CRAFTIA NATURA сухой корм для щенков миниатюрных и мелких пород из утки с фазаном . CRAFTIA NATURA — корм для собак ультрапремиум класса, созданный с любовью к природе. Состав кормов CRAFTIA прозрачен и понятен, отсутствуют скрытые добавки и сомнительные ингредиенты. Все, что заявлено в составе корма, гарантированно присутствует в каждой грануле. Собственный завод, сотни квадратных метров научно-исследовательских лабораторий, первоклассное сырье — все это позволяет создавать тщательно сбалансированный высокобелковый корм корм с холистическим подходом. Все компоненты корма подходят для употребления человеком и не содержат ГМО. сырая утка (20%), сырой фазан (8%), дегидратированный утиный белок (7%), дегидратированный белок фазана (7%), куриный жир, гидролизованные белки птицы (курица, индейка), гидролизованный рыбий белок (треска, пикша), рыбий жир (лососевый), сухое яйцо (куриное), спельта, бурый рис, ячмень, овес, просо, куриные потроха (печень, сердце, почки), куриные хрящи (источник глюкозамина и хондроитина сульфата), льняное семя, сухая свекольная пульпа, люцерновая мука, волокна гороха, сушеные артишоки (0,5%), сушеная ацерола (0,5%), сушеная черника, сушеная клюква, инулин цикория (0,4%), дрожжевой экстракт (источник маннанолигосахаридов) (0,3%), фруктоолигосахариды (0,3%), аскофиллум узловатый (Ascophyllum Nodosum), карбонат кальция, монокальцийфосфат, хлорид калия, хлорид натрия, сухие пивные дрожжи, алоэ вера, розмарин, куркума, календула, семена и шелуха подорожника, юкка Шидигера.",сухой корм для щенков миниатюрных и мелких пород из утки с фазаном 640 г,сухой корм для взрослых собак мелких и миниатюрных пород
102,Сухой корм CRAFTIA NATURA для щенков миниатюрных и мелких пород из утки с фазаном 2 кг,2761.0,CRF5426354,"CRAFTIA NATURA сухой корм для щенков миниатюрных и мелких пород из утки с фазаном . CRAFTIA NATURA — корм для собак ультрапремиум класса, созданный с любовью к природе. Состав кормов CRAFTIA прозрачен и понятен, отсутствуют скрытые добавки и сомнительные ингредиенты. Все, что заявлено в составе корма, гарантированно присутствует в каждой грануле. Собственный завод, сотни квадратных метров научно-исследовательских лабораторий, первоклассное сырье — все это позволяет создавать тщательно сбалансированный высокобелковый корм корм с холистическим подходом. Все компоненты корма подходят для употребления человеком и не содержат ГМО. сырая утка (20%), сырой фазан (8%), дегидратированный утиный белок (7%), дегидратированный белок фазана (7%), куриный жир, гидролизованные белки птицы (курица, индейка), гидролизованный рыбий белок (треска, пикша), рыбий жир (лососевый), сухое яйцо (куриное), спельта, бурый рис, ячмень, овес, просо, куриные потроха (печень, сердце, почки), куриные хрящи (источник глюкозамина и хондроитина сульфата), льняное семя, сухая свекольная пульпа, люцерновая мука, волокна гороха, сушеные артишоки (0,5%), сушеная ацерола (0,5%), сушеная черника, сушеная клюква, инулин цикория (0,4%), дрожжевой экстракт (источник маннанолигосахаридов) (0,3%), фруктоолигосахариды (0,3%), аскофиллум узловатый (Ascophyllum Nodosum), карбонат кальция, монокальцийфосфат, хлорид калия, хлорид натрия, сухие пивные дрожжи, алоэ вера, розмарин, куркума, календула, семена и шелуха подорожника, юкка Шидигера.",сухой корм для щенков миниатюрных и мелких пород из утки с фазаном 2 кг,сухой корм для взрослых собак мелких и миниатюрных пород
103,Сухой корм CRAFTIA NATURA для щенков миниатюрных и мелких пород из утки с фазаном 7 кг,8008.0,CRF5426323,"CRAFTIA NATURA сухой корм для щенков миниатюрных и мелких пород из утки с фазаном . CRAFTIA NATURA — корм для собак ультрапремиум класса, созданный с любовью к природе. Состав кормов CRAFTIA прозрачен и понятен, отсутствуют скрытые добавки и сомнительные ингредиенты. Все, что заявлено в составе корма, гарантированно присутствует в каждой грануле. Собственный завод, сотни квадратных метров научно-исследовательских лабораторий, первоклассное сырье — все это позволяет создавать тщательно сбалансированный высокобелковый корм корм с холистическим подходом. Все компоненты корма подходят для употребления человеком и не содержат ГМО. сырая утка (20%), сырой фазан (8%), дегидратированный утиный белок (7%), дегидратированный белок фазана (7%), куриный жир, гидролизованные белки птицы (курица, индейка), гидролизованный рыбий белок (треска, пикша), рыбий жир (лососевый), сухое яйцо (куриное), спельта, бурый рис, ячмень, овес, просо, куриные потроха (печень, сердце, почки), куриные хрящи (источник глюкозамина и хондроитина сульфата), льняное семя, сухая свекольная пульпа, люцерновая мука, волокна гороха, сушеные артишоки (0,5%), сушеная ацерола (0,5%), сушеная черника, сушеная клюква, инулин цикория (0,4%), дрожжевой экстракт (источник маннанолигосахаридов) (0,3%), фруктоолигосахариды (0,3%), аскофиллум узловатый (Ascophyllum Nodosum), карбонат кальция, монокальцийфосфат, хлорид калия, хлорид натрия, сухие пивные дрожжи, алоэ вера, розмарин, куркума, календула, семена и шелуха подорожника, юкка Шидигера.",сухой корм для щенков миниатюрных и мелких пород из утки с фазаном 7 кг,сухой корм для взрослых собак мелких и миниатюрных пород
104,Влажный корм Мнямс Кусочки в соусе с говядиной для крупных кошек 85г,66.0,540188,"Высококачественный полнорационный сбалансированный влажный корм с говядиной подходит для взрослых кошек крупных пород старше 12 месяцев. В рационе есть все необходимые витамины и минералы, а также глюкозамин и хондроитин, которые предотвращают риск развития заболеваний опортно-двигательного аппарата, способствуют укреплению суставов и связок. Мясо говядины в составе является источником ценного белка и обладает высокой питательной ценностью. Отсутствуют искусственные красители и ароматизаторы. Состав Состав: мясо и субпродукты 40% (в том числе говядина не менее 12%), рис, витамины и минералы, растительное масло, глюкозамин, хондроитин, таурин. Энергетическая ценность (калорийность) на 100 г: 87ккал/363кДж.",влажный корм кусочки в соусе с говядиной для крупных кошек 85г,влажный корм для кошек
105,Влажный корм Мнямс Кусочки в соусе с индейкой для выведения шерсти у кошек 85г,66.0,540164,"Высококачественный полнорационный сбалансированный влажный корм с индейкой для профилактики и вывода волосяных комочков шерсти из желудочно-кишечного тракта подходит для взрослых кошек старше 12 месяцев. В рационе есть все необходимые витамины и минералы, а также таурин, который благоприятно влияет на зрение, сердечную деятельность и укрепляет иммунитет и специальные ферментируемые волокна (псиллиум), который благоприятно влияет на пищеварение и способствует выведению комков шерсти из желудка. Диентическое мясо индейки и курицы в составе являются источником ценного белка, обладает высокой питательной ценностью и легко усваивается. Отсутствуют искусственные красители и ароматизаторы. Состав: мясо и субпродукты 40% (в том числе индейка не менее 12%, курица не менее 12%), рис, витамины и минералы, растительное масло, псиллиум, таурин. Энергетическая ценность (калорийность) на 100 г: 87ккал/363кДж.",влажный корм кусочки в соусе с индейкой для выведения шерсти у кошек 85г,влажный корм для кошек
106,Влажный корм Мнямс Кусочки в соусе с ягненком для комфортного пищеварения у кошек 85г,66.0,540171,"Высококачественный полнорационный сбалансированный влажный корм с ягненком подходит для взрослых активных кошек старше 12 месяцев. В рационе есть все необходимые витамины и минералы, а также таурин, который благоприятно влияет на зрение, сердечную деятельность и укрепляет иммунитет. Мясо ягнёнка в составе является источником ценного белка и легко усваивается, поэтому данный рацион подходит для питомцев с чувствительным пищеварением. Отсутствуют искусственные красители и ароматизаторы. Состав Состав: мясо и субпродукты 40% (в том числе ягнёнок не менее 12%), рис, витамины и минералы, растительное масло, таурин. Энергетическая ценность (калорийность) на 100 г: 87ккал/363кДж.",влажный корм кусочки в соусе с ягненком для комфортного пищеварения у кошек 85г,влажный корм для кошек
107,Влажный корм Мнямс Кусочки в соусе с телятиной для активных кошек 85г,66.0,540157,"Высококачественный полнорационный сбалансированный влажный корм с телятиной подходит для взрослых кошек старше 12 месяцев. В рационе есть все необходимые витамины и минералы, а также таурин, L-карнитин, DL-метионин и брусника, которые поддерживают иммунную систему, обеспечивают контроль веса, снижают риск развития ожирения и мочекаменной болезни. Мясо телятины в составе является источником ценного белка и обладает высокой питательной ценностью. Подходит для стерилизованных кошек и кастрированных котов. Отсутствуют искусственные красители и ароматизаторы. Состав: мясо и субпродукты 40% (в том числе телятина не менее 12%), рис, витамины и минералы, растительное масло, брусника, клюква, таурин, L-карнитин, DL-метионин. Энергетическая ценность (калорийность) на 100 г: 87ккал/363кДж.",влажный корм кусочки в соусе с телятиной для активных кошек 85г,влажный корм для кошек
108,Влажный корм Мнямс Кусочки в соусе с форелью для красивой шерсти кошек 85г,66.0,540201,"Высококачественный полнорационный сбалансированный влажный корм с форелью подходит для взрослых кошек старше 12 месяцев. В рационе есть все необходимые витамины и минералы, а также незаменимые жирные кислоты Омега-3 и Омега-6, которые обеспечивают здоровье кожи и придают блеск шерсти. Мясо форели в составе является источником ценного белка и легко и быстро усваивается. Отсутствуют искусственные красители и ароматизаторы. Состав: мясо и субпродукты 34% , форель не менее 6%, рис, витамины и минералы, растительное масло, рыбий жир, таурин. Энергетическая ценность (калорийность) на 100 г: 87ккал/363кДж.",влажный корм кусочки в соусе с форелью для красивой шерсти кошек 85г,влажный корм для кошек
109,Влажный корм Мнямс Кусочки в соусе с индейкой для котят старше 1 месяца 85г,66.0,540140,"Высококачественный полнорационный сбалансированный влажный корм с индейкой и молоком подходит для котят старше 4-х недель, а также для беременных и кормящих кошек. В рационе есть все необходимые витамины и микроэлементы, чтобы ваш котенок рос и развивался правильно. Увеличено содержание кальция для здоровья зубов и костей, добавлены важнейшие антиоксиданты для поддержания иммунной системы. Отсутствуют искусственные красители и ароматизаторы. Состав Состав: мясо и субпродукты 40% (в том числе индейка не менее 12%), рис, молоко, витамины и минералы, растительное масло, таурин. Энергетическая ценность (калорийность) на 100 г: 87ккал/363кДж.",влажный корм кусочки в соусе с индейкой для котят старше 1 месяца 85г,влажный корм для котят
110,Влажный корм Мнямс Кусочки в соусе с уткой для домашних кошек 85г,66.0,540195,"Высококачественный полнорационный сбалансированный влажный корм с уткой подходит для взрослых домашних кошек старше 12 месяцев. В рационе есть все необходимые витамины и минералы, а также добавлены инулин, L-карнитин, DL-метионин и клюква, которые обеспечивают контроль веса и снижают риск развития мочекаменной болезни. Мясо утки в составе является источником ценного белка и помогает поддерживать функцию щитовидной железы и имунной системы. Подходит для стерилизованных кошек и кастрированных котов. Отсутствуют искусственные красители и ароматизаторы. Состав: мясо и субпродукты 36% (в том числе утка не менее 10%), рис, витамины и минералы, растительное масло, инулин, клюква, таурин, L-карнитин, DL-метионин. Энергетическая ценность (калорийность) на 100 г: 79ккал/333кДж.",влажный корм кусочки в соусе с уткой для домашних кошек 85г,влажный корм для кошек
111,Влажный корм Мнямс Кусочки в соусе с лососем для стерилизованных кошек 85г,66.0,176953,"Высококачественный полнорационный сбалансированный влажный корм с лососем подходит для взрослых стерилизованных кошек и кастрированных котов старше 12 месяцев. В рационе есть все необходимые витамины и минералы, а также таурин, L-карнитин, DL-метионин и клюква, которые поддерживают иммунную систему, обеспечивают контроль веса и снижают риск развития мочекаменной болезни. Мясо лосося в составе является источником ценного белка и незаменимых жирных кислот. Отсутствуют искусственные красители и ароматизаторы. Состав Состав: мясо и субпродукты 34% , лосось не менее 6%, рис, витамины и минералы, растительное масло, клюква, таурин, L-карнитин, DL-метионин. Энергетическая ценность (калорийность) на 100 г: 87ккал/363кДж.",влажный корм кусочки в соусе с лососем для стерилизованных кошек 85г,влажный корм для кошек
112,Влажный корм Мнямс Кусочки в соусе с кроликом для стерилизованных кошек 85г,66.0,176946,"Высококачественный полнорационный сбалансированный влажный корм с кроликом подходит для взрослых стерилизованных кошек и кастрированных котов старше 12 месяцев. В рационе есть все необходимые витамины и минералы, а также L-карнитин, DL-метионин и клюква, которые обеспечивают контроль веса и снижают риск развития мочекаменной болезни. Диетическое мясо кролика в составе является источником ценного белка и легко усваивается. Отсутствуют искусственные красители и ароматизаторы. Состав: мясо и субпродукты 40% (в том числе кролик не менее 6%), рис, витамины и минералы, растительное масло, клюква, таурин, L-карнитин, DL-метионин. Энергетическая ценность (калорийность) на 100 г: 87ккал/363кДж.",влажный корм кусочки в соусе с кроликом для стерилизованных кошек 85г,влажный корм для кошек
113,Влажный корм AWARD для взрослых собак паштет из ягненка с яблоком 400г,340.0,2540362,"Паштет из ягненка с кусочками яблока для взрослых собак - это монопротеиновое сбалансированное питание для любимого питомца, изготовленое из одного вида мясного белка без содержания зерна и глютена, с добавлением овощей и фруктов богатых витаминами и минералами. Состав Состав: ягненок 66%, яблоко 8%, свекловичная клетчатка, витамины и минералы, льняное масло 0,5%. Питательная ценность: белки 12%, жиры 7,5%, зола 1,8%, клетчатка 0,9%, кальций 0,25%, фосфор 0,2%, влага 75%. Ягненок 66%, яблоко 8%, свекловичная клетчатка, витамины и минералы, льняное масло 0,5%.",влажный корм для взрослых собак паштет из ягненка с яблоком 400г,влажный корм для собак
114,Сухой корм CRAFTIA CHAMPION NATURE ULTRA для взрослых собак миниатюрных и мелких пород из курицы и индейки 18 кг,12155.0,CRF5424664,"Состав сырая курица (20%), сырая индейка (16%), дегидратированный куриный белок (11%), дегидратированный белок индейки (10%), куриный жир, гидролизованные белки птицы (курица, индейка), гидролизованный рыбий белок (треска, пикша), рыбий жир (лососевый), спельта, бурый рис, ячмень, овес, просо, куриные потроха (печень, сердце, почки), сухое яйцо (куриное), льняное семя, сухая свекольная пульпа, люцерновая мука, волокна гороха, сушеная клюква (0,5%), сушеная ацерола (0,5%), сушеная черника, сушеная спаржа, инулин цикория (0,4%), дрожжевой экстракт (источник маннанолигосахаридов) (0,3%), фруктоолигосахариды (0,3%), аскофиллум узловатый (Ascophyllum Nodosum), карбонат кальция, монокальцийфосфат, хлорид калия, хлорид натрия, сухие пивные дрожжи, глюкозамин, хондроитина сульфат, розмарин, куркума, календула, семена и шелуха подорожника, юкка Шидигера. сырой белок 32%; сырой жир 18%; сырая клетчатка 1,95%; сырая зола 6,8%; кальций 1,1%; фосфор 0,8%; Омега-6 жирные кислоты - 2,7%; Омега-3 жирные кислоты - 0,8%; докозагексаеновая кислота (ДГК) - 0,45%; эйкозапентаеновая кислота (ЭПК) - 0,25%; глюкозамин – 1300 мг/кг, хондроитина сульфат - 1000 мг/кг. сырая курица (20%), сырая индейка (16%), дегидратированный куриный белок (11%), дегидратированный белок индейки (10%), куриный жир, гидролизованные белки птицы (курица, индейка), гидролизованный рыбий белок (треска, пикша), рыбий жир (лососевый), спельта, бурый рис, ячмень, овес, просо, куриные потроха (печень, сердце, почки), сухое яйцо (куриное), льняное семя, сухая свекольная пульпа, люцерновая мука, волокна гороха, сушеная клюква (0,5%), сушеная ацерола (0,5%), сушеная черника, сушеная спаржа, инулин цикория (0,4%), дрожжевой экстракт (источник маннанолигосахаридов) (0,3%), фруктоолигосахариды (0,3%), аскофиллум узловатый (Ascophyllum Nodosum), карбонат кальция, монокальцийфосфат, хлорид калия, хлорид натрия, сухие пивные дрожжи, глюкозамин, хондроитина сульфат, розмарин, куркума, календула, семена и шелуха подорожника, юкка Шидигера.",сухой корм для взрослых собак миниатюрных и мелких пород из курицы и индейки 18 кг,сухой корм для взрослых собак мелких и миниатюрных пород
115,Сухой корм CRAFTIA CHAMPION NATURE SUPER для взрослых собак миниатюрных и мелких пород из ягненка с бурым рисом 18 кг,9756.0,CRF5424527,"Состав дегидратированный белок ягненка (19%), рис, картофель, сырой ягненок (11%), куриный жир, дегидратированный куриный белок, гидролизованные белки птицы (курица, индейка), дегидратированное яйцо (куриное), бурый рис (4%), льняное семя, рыбий жир (лососевый), сушеная ацерола (0,5%), спаржа, брокколи, шпинат, сухая свекольная пульпа, люцерновая мука, волокна гороха, карбонат кальция, монокальцийфосфат, хлорид калия, хлорид натрия, сухие пивные дрожжи, инулин цикория (0,4%), дрожжевой экстракт (источник маннанолигосахаридов) (0,2%), фруктоолигосахариды (0,2%), аскофиллум узловатый (Ascophyllum Nodosum), глюкозамин (0,04%), хондроитина сульфат (0,04%), сушеная мята, календула, семена и шелуха подорожника, юкка Шидигера. Питательная ценность: сырой белок 27%; сырой жир 14,8%; сырая клетчатка 2,3%; сырая зола 8%; кальций 1,2%; фосфор 0,85%; Омега-6 жирные кислоты - 2%; Омега-3 жирные кислоты - 0,55%. Энергетическая ценность: 3644ккал/кг. Питательные добавки на 1 кг: витамин A - 17000ME; витамин D3 - 1700ME; витамин E - 200 мг; витамин C - 170 мг; ниацинамид - 51 мг; D-пантенол - 21,2 мг; витамин B2 - 10,6 мг; витамин B6 - 6,3 мг; витамин B1 - 10,6 мг; биотин - 0,51 мг; фолиевая кислота - 0,51 мг; витамин B12 - 0,09 мг; холина хлорид - 2470 мг; Цинк (Хелат цинка гидрата глицина) - 75,2 мг; Марганец (Хелат марганца гидрата глицина) - 16мг; Железо [Хелат железа (II) гидрата глицина] - 57,6 мг; Медь [Хелат меди (II) гидрата глицина] - 11,2 мг; Йод (безводный йодат кальция) - 1,6 мг; Cелен (L–селенометионин) - 0,27 мг; DL-метионин, технически чистый 2200 мг; таурин 720 мг; L-цистеин 200 мг; L-карнитин 150 мг. Антиоксиданты: экстракт токоферолов из растительных масел. дегидратированный белок ягненка (19%), рис, картофель, сырой ягненок (11%), куриный жир, дегидратированный куриный белок, гидролизованные белки птицы (курица, индейка), дегидратированное яйцо (куриное), бурый рис (4%), льняное семя, рыбий жир (лососевый), сушеная ацерола (0,5%), спаржа, брокколи, шпинат, сухая свекольная пульпа, люцерновая мука, волокна гороха, карбонат кальция, монокальцийфосфат, хлорид калия, хлорид натрия, сухие пивные дрожжи, инулин цикория (0,4%), дрожжевой экстракт (источник маннанолигосахаридов) (0,2%), фруктоолигосахариды (0,2%), аскофиллум узловатый (Ascophyllum Nodosum), глюкозамин (0,04%), хондроитина сульфат (0,04%), сушеная мята, календула, семена и шелуха подорожника, юкка Шидигера. Питательная ценность: сырой белок 27%; сырой жир 14,8%; сырая клетчатка 2,3%; сырая зола 8%; кальций 1,2%; фосфор 0,85%; Омега-6 жирные кислоты - 2%; Омега-3 жирные кислоты - 0,55%.",сухой корм для взрослых собак миниатюрных и мелких пород из ягненка с бурым рисом 18 кг,сухой корм для взрослых собак мелких и миниатюрных пород
116,Сухой корм CRAFTIA CHAMPION NATURE ULTRA STARTER для щенков миниатюрных и мелких пород из курицы и индейки 18 кг,12137.0,CRF5424657,"Состав сырая курица (20%), сырая индейка (16%), дегидратированный куриный белок (12%), дегидратированный белок индейки (11%), куриный жир, гидролизованные белки птицы (курица, индейка), гидролизованный рыбий белок (треска, пикша), рыбий жир (лососевый), спельта, бурый рис, ячмень, овес, просо, куриные потроха (печень, сердце, почки), куриные хрящи (источник глюкозамина и хондроитина сульфата), сухое яйцо (куриное), льняное семя, сухая свекольная пульпа, люцерновая мука, волокна гороха, сушеная клюква (0,5%), сушеная ацерола (0,5%), сушеная черника, сушеная спаржа, инулин цикория (0,4%), дрожжевой экстракт (источник маннанолигосахаридов) (0,3%), фруктоолигосахариды (0,3%), аскофиллум узловатый (Ascophyllum Nodosum), карбонат кальция, монокальцийфосфат, хлорид калия, хлорид натрия, сухие пивные дрожжи, розмарин, куркума, календула, семена и шелуха подорожника, юкка Шидигера. сырой белок 33%; сырой жир 19,8%; сырая клетчатка 1,6%; сырая зола 6,6%; кальций 1,05%; фосфор 0,8%; Омега-6 жирные кислоты - 3%; Омега-3 жирные кислоты - 0,7%; докозагексаеновая кислота (ДГК) - 0,4%; эйкозапентаеновая кислота (ЭПК) - 0,2%; глюкозамин – 1400 мг/кг, хондроитина сульфат - 1100 мг/кг. витамин А – 20000ME; витамин D3 – 2000ME; витамин Е – 240 мг; витамин С – 200 мг; ниацинамид - 60 мг; D-пантенол - 25 мг; витамин B2 - 12,5 мг; витамин B6 - 7,5 мг; витамин B1 - 12,5 мг; биотин - 0,60 мг; фолиевая кислота - 0,6 мг; витамин B12 - 0,1 мг; холина хлорид - 2800 мг; Цинк (Хелат цинка гидрата глицина) - 98,7 мг; Марганец (Хелат марганца гидрата глицина) - 21 мг; Железо [Хелат железа (II) гидрата глицина] - 75,6 мг; Медь [Хелат меди (II) гидрата глицина] - 14,7 мг; Йод (безводный йодат кальция) - 2,1 мг; Cелен (L - селенометионин) - 0,36 мг; DL-метионин, технически чистый 3000 мг; Tаурин 990 мг; L-карнитин 200 мг. Антиоксиданты: экстракт токоферолов из растительных масел. сырая курица (20%), сырая индейка (16%), дегидратированный куриный белок (12%), дегидратированный белок индейки (11%), куриный жир, гидролизованные белки птицы (курица, индейка), гидролизованный рыбий белок (треска, пикша), рыбий жир (лососевый), спельта, бурый рис, ячмень, овес, просо, куриные потроха (печень, сердце, почки), куриные хрящи (источник глюкозамина и хондроитина сульфата), сухое яйцо (куриное), льняное семя, сухая свекольная пульпа, люцерновая мука, волокна гороха, сушеная клюква (0,5%), сушеная ацерола (0,5%), сушеная черника, сушеная спаржа, инулин цикория (0,4%), дрожжевой экстракт (источник маннанолигосахаридов) (0,3%), фруктоолигосахариды (0,3%), аскофиллум узловатый (Ascophyllum Nodosum), карбонат кальция, монокальцийфосфат, хлорид калия, хлорид натрия, сухие пивные дрожжи, розмарин, куркума, календула, семена и шелуха подорожника, юкка Шидигера.",сухой корм для щенков миниатюрных и мелких пород из курицы и индейки 18 кг,сухой корм для взрослых собак мелких и миниатюрных пород
117,Сухой корм CRAFTIA CHAMPION NATURE SUPER для щенков миниатюрных и мелких пород из ягненка с бурым рисом 18 кг,9830.0,CRF5424510,"Состав дегидратированный белок ягненка (21%), рис, картофель, сырой ягненок (11%), куриный жир, дегидратированный куриный белок, гидролизованные белки птицы (курица, индейка), сухое яйцо (куриное), куриные хрящи (источник глюкозамина и хондроитина сульфата), бурый рис (4%), льняное семя, рыбий жир (лососевый), сушеная ацерола (0,5%), спаржа, брокколи, шпинат, сухая свекольная пульпа, люцерновая мука, волокна гороха, карбонат кальция, монокальцийфосфат, хлорид калия, хлорид натрия, сухие пивные дрожжи, инулин цикория (0,4%), дрожжевой экстракт (источник маннанолигосахаридов) (0,2%), фруктоолигосахариды (0,2%), аскофиллум узловатый (Ascophyllum Nodosum), сушеная мята, календула, семена и шелуха подорожника, юкка Шидигера. Питательная ценность: сырой белок 30%; сырой жир 16,8%; сырая клетчатка 2,3%; сырая зола 8%; кальций 1,35%; фосфор 0,9%; Омега-6 жирные кислоты - 2,5%; Омега-3 жирные кислоты- 0,7%. витамин A - 19000ME; витамин D3 - 1900ME; витамин E - 250 мг; витамин C - 190 мг; ниацинамид - 57 мг; D-пантенол - 23,7 мг; витамин B2 - 11,8 мг; витамин B6 - 7,1 мг; витамин B1 - 11,8 мг; биотин - 0,57 мг; фолиевая кислота - 0,57 мг; витамин B12 - 0,1 мг; холина хлорид - 2570 мг; Цинк (Хелат цинка гидрата глицина) - 94 мг; Марганец (Хелат марганца гидрата глицина) - 20 мг; Железо [Хелат железа (II) гидрата глицина] - 72 мг; Медь [Хелат меди (II) гидрата глицина] - 14 мг; Йод (безводный йодат кальция) - 2 мг; Cелен (L – селенометионин) - 0,34 мг; DL-метионин, технически чистый 2500 мг; таурин 720 мг; L-цистеин 200 мг; L-карнитин 150 мг. Антиоксиданты: экстракт токоферолов из растительных масел. дегидратированный белок ягненка (21%), рис, картофель, сырой ягненок (11%), куриный жир, дегидратированный куриный белок, гидролизованные белки птицы (курица, индейка), сухое яйцо (куриное), куриные хрящи (источник глюкозамина и хондроитина сульфата), бурый рис (4%), льняное семя, рыбий жир (лососевый), сушеная ацерола (0,5%), спаржа, брокколи, шпинат, сухая свекольная пульпа, люцерновая мука, волокна гороха, карбонат кальция, монокальцийфосфат, хлорид калия, хлорид натрия, сухие пивные дрожжи, инулин цикория (0,4%), дрожжевой экстракт (источник маннанолигосахаридов) (0,2%), фруктоолигосахариды (0,2%), аскофиллум узловатый (Ascophyllum Nodosum), сушеная мята, календула, семена и шелуха подорожника, юкка Шидигера.",сухой корм для щенков миниатюрных и мелких пород из ягненка с бурым рисом 18 кг,сухой корм для взрослых собак мелких и миниатюрных пород
